following,followers,username_length,full_name_length,description_length,username_has_number,full_name_has_number,description_has_number,is_fake
6388,100,8,8,0,False,False,False,True
6068,95,10,7,0,True,False,False,True
4331,86,13,1,0,False,False,False,True
1013,141,21,0,0,True,False,False,True
2750,85,17,6,75,True,False,False,True
7429,125,13,0,0,False,False,False,True
2277,69,13,0,0,True,False,False,True
477,64,11,5,0,True,False,False,True
2148,145,15,14,0,True,False,False,True
248,60,10,0,0,True,False,False,True
1593,75,13,0,0,False,False,False,True
2924,95,22,0,0,False,False,False,True
4960,92,8,0,0,False,False,False,True
7176,100,8,7,103,True,False,True,True
4357,139,9,8,11,True,True,False,True
652,59,10,0,0,True,False,False,True
2445,76,8,0,0,True,False,False,True
3757,216,9,12,147,False,False,True,True
873,97,10,0,0,True,False,False,True
2712,635,11,10,7,False,False,False,True
7462,10324,15,29,150,False,False,False,True
6616,393,10,7,0,True,False,False,True
462,75,6,0,0,True,False,False,True
3380,105,13,2,2,True,False,False,True
2188,147,12,0,0,True,False,False,True
1986,59,9,4,0,False,False,False,True
7339,104,10,0,0,False,False,False,True
6017,128,15,9,0,False,False,False,True
2091,1088,7,0,56,True,False,False,True
3579,58,10,0,0,True,False,False,True
4645,122,13,13,0,False,False,False,True
755,56,12,0,0,True,False,False,True
953,69,11,0,0,True,False,False,True
5933,140,13,13,105,True,True,True,True
3576,107,11,9,0,True,True,False,True
3132,68,9,8,0,True,True,False,True
6133,78,7,0,0,True,False,False,True
6337,98,13,0,0,True,False,False,True
4385,111,19,0,0,True,False,False,True
2533,355,7,4,0,True,False,False,True
1195,73,9,0,0,True,False,False,True
3299,68,10,0,0,True,False,False,True
2053,73,10,0,0,True,False,False,True
1854,59,9,5,0,False,False,False,True
3044,63,8,0,0,True,False,False,True
2864,57,14,13,0,True,True,False,True
1900,98,12,0,0,False,False,False,True
2339,74,12,0,0,True,False,False,True
6866,97,9,5,28,True,False,True,True
1068,261,8,0,0,True,False,False,True
2887,67,12,12,0,True,True,False,True
2419,82,20,0,0,True,False,False,True
1509,67,10,0,0,True,False,False,True
7372,214,15,6,75,False,False,False,True
1916,79,15,0,0,False,False,False,True
6981,107,15,22,45,False,False,False,True
600,79,16,0,0,True,False,False,True
1432,82,13,22,26,True,False,False,True
1947,100,14,0,0,True,False,False,True
2774,11744,7,14,14,True,False,False,True
5589,96,11,9,0,True,True,False,True
6265,116,10,0,0,True,False,False,True
3406,1356,8,5,0,False,False,False,True
1834,1521,22,17,38,False,False,False,True
3207,97,14,0,0,True,False,False,True
4921,97,10,0,0,True,False,False,True
1820,55,11,0,0,True,False,False,True
4181,84,12,0,0,False,False,False,True
5122,76,10,0,0,True,False,False,True
823,59,12,12,13,True,True,False,True
3027,233,12,21,30,True,False,False,True
841,58,14,13,7,True,False,False,True
954,108,14,13,0,True,False,False,True
264,151,13,25,150,False,False,False,True
3886,76,13,0,0,True,False,False,True
1688,410,10,17,60,True,False,False,True
7059,133,12,0,0,False,False,False,True
979,55,13,0,0,True,False,False,True
5107,162,9,6,0,True,False,False,True
7045,127,12,12,0,True,True,False,True
2552,73,10,0,0,True,False,False,True
4599,80,13,0,0,True,False,False,True
683,691,12,17,74,True,False,False,True
2446,80,8,0,0,True,False,False,True
2894,100,9,0,32,True,False,False,True
2883,4291,20,15,34,True,False,False,True
7240,129,8,0,0,False,False,False,True
391,55,7,0,0,True,False,False,True
304,343,13,12,0,False,False,False,True
5352,125,11,0,62,True,False,False,True
470,54,10,0,0,True,False,False,True
637,1027,9,0,0,False,False,False,True
6531,201,10,10,6,False,False,False,True
2126,59,8,0,0,False,False,False,True
1958,605,9,0,116,False,False,False,True
5526,2719,15,0,0,False,False,False,True
1207,693,9,5,0,True,False,False,True
4175,90,8,7,97,True,False,True,True
4183,106,16,0,36,False,False,False,True
7212,103,10,0,0,True,False,False,True
3728,97,9,8,18,True,True,True,True
3360,76,11,10,0,True,True,False,True
7195,158,8,0,0,True,False,False,True
3067,72,7,0,0,True,False,False,True
4170,630,12,10,0,True,False,False,True
5616,6931,14,15,98,False,False,False,True
3417,270,8,25,122,True,False,False,True
3108,66,12,7,73,False,False,False,True
2824,206,9,0,0,True,False,False,True
1663,69,8,0,4,True,False,False,True
3852,64,13,7,32,False,False,False,True
1968,60,11,0,0,True,False,False,True
2513,437,22,26,18,True,False,True,True
7324,114,8,7,92,True,False,False,True
2383,43,10,10,64,False,False,False,True
2745,101,10,0,0,True,False,False,True
528,1866,12,17,37,True,False,True,True
234,1,11,0,0,True,False,False,True
4647,50,14,0,0,True,False,False,True
3517,84,7,8,97,False,False,False,True
1084,58,11,0,76,False,False,False,True
3776,171,11,0,19,True,False,False,True
872,53,7,0,0,True,False,False,True
789,56,16,0,0,True,False,False,True
845,131,10,7,55,True,False,False,True
1932,1027,13,13,0,True,True,False,True
2577,2066,15,16,111,False,False,False,True
915,51,14,0,0,True,False,False,True
5368,159,15,0,17,True,False,True,True
4874,88,14,0,0,True,False,False,True
3319,130,9,0,0,True,False,False,True
4463,66,11,0,0,True,False,False,True
735,50,13,6,10,False,False,False,True
2162,63,13,6,0,True,False,False,True
7493,105,9,9,62,True,True,False,True
710,50,9,4,44,True,False,True,True
5111,120,11,0,0,True,False,False,True
4616,2270,9,6,0,True,False,False,True
5840,57,12,10,51,False,False,False,True
2793,77,8,8,97,True,False,True,True
1832,63,15,15,0,False,False,False,True
4011,1405,13,6,36,True,False,True,True
1930,100,11,0,0,True,False,False,True
4470,1267,15,16,58,True,True,False,True
3181,119,11,12,0,True,True,False,True
3981,90,13,0,0,True,False,False,True
469,55,12,0,0,False,False,False,True
850,762,10,7,0,False,False,False,True
4537,73,13,0,0,True,False,False,True
1409,90,19,0,0,True,False,False,True
6686,111,15,14,4,True,True,False,True
4644,157,12,9,0,True,False,False,True
1393,682,19,12,0,False,False,False,True
6599,55,9,0,0,True,False,False,True
1814,311,13,0,0,True,False,False,True
5837,5360,18,0,54,False,False,False,True
5830,143,12,14,0,True,False,False,True
2919,72,18,0,0,True,False,False,True
1699,59,10,0,0,True,False,False,True
7443,124,8,0,0,True,False,False,True
4548,93,19,0,0,True,False,False,True
2330,61,14,0,0,True,False,False,True
2160,71,13,7,1,True,False,False,True
1858,70,15,0,0,False,False,False,True
933,56,10,0,0,True,False,False,True
3334,70,6,0,0,False,False,False,True
3335,72,15,0,0,True,False,False,True
1206,69,13,1,0,True,False,False,True
3062,82,9,11,0,False,True,False,True
3241,1753,9,0,63,True,False,False,True
2466,76,18,25,0,True,False,False,True
881,1172,16,15,59,True,False,False,True
670,447,15,0,27,False,False,False,True
1867,97,11,6,8,True,False,False,True
5695,94,8,0,0,True,False,False,True
6298,2277,11,0,1,True,False,False,True
487,183,13,23,2,True,False,False,True
1784,955,22,22,16,True,True,False,True
1202,738,12,27,150,True,False,True,True
3736,390,10,7,20,True,False,False,True
3193,1731,13,0,63,False,False,False,True
6059,2244,8,21,51,False,False,False,True
1294,75,10,0,0,True,False,False,True
2674,657,11,6,25,False,False,False,True
1545,67,6,4,4,False,False,False,True
2726,840,23,20,33,False,False,True,True
7440,125,11,0,0,True,False,False,True
2038,576,16,8,0,True,False,False,True
3356,2022,14,10,0,True,False,False,True
7467,109,13,0,0,True,False,False,True
2590,160,10,6,25,True,False,False,True
1033,56,8,0,0,False,False,False,True
7369,112,11,0,0,True,False,False,True
253,73,10,6,0,True,True,False,True
5362,102,8,8,13,True,True,False,True
5017,86,11,3,54,True,False,False,True
1442,66,9,6,52,True,False,True,True
7108,122,9,0,0,True,False,False,True
3081,91,11,0,29,True,False,False,True
5863,168,11,8,18,True,False,False,True
6315,95,9,0,0,True,False,False,True
1384,71,13,12,10,True,True,False,True
236,56,11,0,0,False,False,False,True
3804,99,15,7,0,True,False,False,True
3139,77,10,5,18,True,False,False,True
475,60,9,0,0,True,False,False,True
6390,105,7,13,6,True,True,True,True
1828,74,8,7,0,True,False,False,True
242,57,10,0,0,False,False,False,True
661,50,17,17,34,False,False,False,True
1304,4211,12,7,149,False,False,False,True
6946,129,8,9,96,True,False,True,True
303,58,9,8,12,True,False,False,True
6905,138,15,14,0,True,True,False,True
6911,1150,14,22,120,False,False,False,True
917,95,9,0,0,True,False,False,True
2099,1687,11,30,136,False,False,True,True
1374,663,13,0,0,True,False,False,True
6825,191,15,6,0,True,False,False,True
6350,283,9,5,0,True,False,False,True
6785,135,8,6,92,True,False,False,True
1203,93,12,0,0,True,False,False,True
960,54,8,0,0,True,False,False,True
4082,97,8,7,112,True,False,True,True
4020,123,8,1,13,True,False,False,True
5485,500,9,11,0,True,False,False,True
472,55,20,9,0,False,True,False,True
4824,98,11,0,0,True,False,False,True
4198,24,11,4,6,False,False,False,True
2908,90,10,0,0,False,False,False,True
3617,100,9,0,0,True,False,False,True
2000,68,9,7,0,False,True,False,True
7433,188,11,5,0,True,False,False,True
3511,47,13,9,8,True,False,False,True
2996,296,14,0,0,True,False,False,True
1768,81,11,0,0,False,False,False,True
6902,107,11,0,8,True,False,False,True
232,57,10,0,0,True,False,False,True
1706,1300,17,0,0,True,False,False,True
4886,115,13,23,0,True,True,False,True
343,197,13,14,96,True,False,False,True
2087,73,10,0,0,True,False,False,True
999,1028,10,0,59,True,False,False,True
1726,113,10,1,1,True,False,False,True
3231,67,8,0,0,True,False,False,True
4873,112,10,0,0,True,False,False,True
2036,87,11,0,5,False,False,False,True
1890,93,7,0,0,True,False,False,True
767,75,11,9,27,False,False,False,True
7497,520,11,7,34,False,False,False,True
1907,66,12,12,0,True,True,False,True
7337,97,12,12,0,True,True,False,True
6400,64,11,11,0,True,True,False,True
1493,59,15,0,0,False,False,False,True
3486,85,10,5,11,True,False,False,True
3489,100,9,0,0,True,False,False,True
3081,423,18,8,114,False,False,False,True
3648,1198,12,12,65,True,False,False,True
4417,1089,17,14,89,False,False,False,True
481,103,13,0,0,True,False,False,True
6778,101,15,13,0,True,True,False,True
3276,79,11,0,6,True,False,False,True
2266,117,15,0,0,True,False,False,True
1000,121,6,9,2,True,False,False,True
4964,1078,15,8,50,True,False,False,True
2490,1225,16,16,0,True,True,False,True
2114,74,12,0,0,True,False,False,True
525,48,12,0,4,True,False,False,True
1160,85,9,8,0,False,False,False,True
951,3576,14,13,88,True,False,False,True
4794,93,7,6,16,True,False,False,True
705,84,6,0,0,True,False,False,True
2852,129,9,5,16,True,False,False,True
7199,130,9,0,0,True,False,False,True
645,53,14,0,0,True,False,False,True
1940,78,9,0,0,True,False,False,True
972,682,11,10,12,False,False,False,True
1457,73,11,0,0,True,False,False,True
2456,484,13,13,144,False,False,True,True
2835,29,9,2,21,False,False,False,True
4619,133,13,0,0,False,False,False,True
1195,87,10,4,0,True,False,False,True
4804,81,12,0,0,True,False,False,True
7501,142,7,9,0,True,True,False,True
633,56,8,0,0,False,False,False,True
6071,94,10,8,0,True,False,False,True
5568,99,8,8,0,True,True,False,True
708,57,9,0,0,True,False,False,True
1635,69,8,0,0,True,False,False,True
4690,2896,17,17,40,True,True,False,True
7498,142,8,0,0,True,False,False,True
1023,164,10,10,96,True,True,True,True
4096,100,11,11,19,True,True,False,True
3172,55,9,9,0,True,True,False,True
4500,2507,9,13,116,True,False,False,True
4841,115,14,5,0,False,False,False,True
3736,68,10,0,0,True,False,False,True
1202,105,11,5,27,True,False,False,True
3015,164,10,9,26,True,False,False,True
2803,2146,8,4,2,True,False,False,True
281,52,10,8,20,True,False,False,True
